,account_length,voice_mail_messages,customer_service_calls,international_plan,day_calls,day_charge,evening_calls,evening_charge,night_calls,night_charge,international_calls,international_charge,total_charge,churn
346,81,33,1,0,117,27.47,90,10.46,101,11.76,5,3.29,52.98,0
347,162,0,1,0,117,37.5,121,13.19,89,8.4,11,2.84,61.93,0
348,83,41,3,0,122,26.5,107,13.8,105,5.74,5,3.54,49.58,0
349,100,0,4,0,63,18.19,67,8.98,74,10.94,3,3.46,41.57,1
350,59,0,4,0,104,31.03,95,17.4,100,10.35,8,3.05,61.83,0
351,179,38,4,1,78,37.42,71,19.92,85,10.68,4,2.73,70.75,0
352,79,0,1,0,112,25.87,132,15.06,87,4.34,3,1.43,46.7,0
353,117,0,2,0,95,30.86,88,17.43,82,9.18,9,3.97,61.44,0
354,64,0,2,1,77,40.15,85,18.58,97,8.73,2,3.56,71.02,1
355,31,0,1,0,105,28.24,93,6.74,98,9.62,2,3.43,48.03,0
356,124,0,1,1,89,41.58,80,16.05,114,9.27,4,3.05,69.95,0
357,122,23,2,0,85,22.81,132,19.32,96,5.51,2,2.3,49.94,0
358,37,39,1,1,122,25.45,75,17.94,90,5.14,4,2.48,51.01,0
359,90,29,1,0,109,25.52,103,22.5,97,8.03,4,1.57,57.62,0
360,159,0,1,1,53,43.71,127,26.54,82,8.24,6,2.38,80.87,1
361,148,0,0,0,83,21.15,81,15.27,99,11.39,6,3.05,50.86,0
362,39,36,1,0,121,24.09,113,19.75,131,9.99,5,3.24,57.07,0
363,77,0,2,0,87,39.1,138,8.77,136,13.93,3,3.05,64.85,0
364,194,0,0,0,88,27.59,118,18.16,81,8.64,2,2.94,57.33,0
365,154,0,1,0,75,59.64,94,18.4,100,11.43,9,2.73,92.2,1
366,112,0,4,0,96,32.86,123,22.45,115,5.79,3,2.46,63.56,0
367,45,0,1,0,127,13.29,108,21.54,100,11.48,3,4.86,51.17,0
368,132,0,1,0,110,14.18,137,19.74,114,6.6,5,2.05,42.57,0
369,128,0,0,0,99,33.25,120,22.76,76,7.42,2,4.32,67.75,0
370,135,0,1,0,81,34.31,114,19.13,82,9.2,6,2.78,65.42,0
371,56,0,2,0,110,33.49,102,18.94,91,10.14,6,2.86,65.43,0
372,151,0,0,1,57,37.06,88,9.72,95,12.11,1,3.35,62.24,1
373,32,0,2,0,98,28.02,96,19.54,108,7.53,2,4.0,59.09,0
374,90,0,2,0,77,30.46,99,17.91,58,12.46,6,2.48,63.31,0
375,87,21,0,0,113,36.38,114,15.3,82,6.05,5,2.86,60.59,0
376,138,0,2,0,87,28.99,116,10.05,111,8.46,7,3.02,50.52,0
377,79,0,1,0,123,34.97,108,18.23,106,10.17,18,1.81,65.18,0
378,95,0,1,1,84,28.14,112,24.33,89,8.95,2,3.11,64.53,1
379,127,0,2,0,100,37.57,113,13.66,96,10.49,4,1.84,63.56,0
380,137,0,3,0,118,41.16,93,16.24,50,9.84,2,3.97,71.21,0
381,97,0,1,0,107,25.77,96,13.21,112,10.8,4,3.97,53.75,0
382,149,0,0,1,87,29.95,81,12.33,92,11.23,4,1.54,55.05,0
383,117,22,1,1,82,33.32,82,27.43,120,10.15,5,1.0,71.9,0
384,84,0,2,0,125,27.12,90,21.0,82,8.46,4,1.94,58.52,0
385,137,0,4,0,113,39.13,79,18.73,111,9.21,7,2.89,69.96,0
386,99,0,3,0,64,24.94,99,23.29,98,14.46,1,2.4,65.09,0
387,54,0,1,0,102,35.79,83,17.38,53,5.75,5,2.3,61.22,0
388,85,0,1,0,95,17.34,139,22.97,105,6.67,3,2.89,49.87,0
389,150,0,3,0,99,21.42,73,20.27,100,12.83,6,2.75,57.27,0
390,43,0,1,0,125,28.63,89,20.72,102,9.66,2,3.0,62.01,0
391,35,0,0,0,129,17.95,129,21.95,77,9.59,3,2.35,51.84,0
392,98,0,5,0,92,35.11,152,14.98,115,10.48,5,3.35,63.92,0
393,112,0,2,0,76,36.91,100,17.44,91,8.36,3,2.54,65.25,0
394,16,0,0,0,78,39.03,108,17.48,91,7.48,2,2.92,66.91,1
395,98,22,0,0,89,47.31,143,7.94,42,4.84,5,2.62,62.71,0
396,84,0,0,0,102,23.56,93,16.92,137,9.18,4,2.11,51.77,0
397,94,0,1,0,103,39.85,109,23.74,121,10.54,2,0.54,74.67,1
398,84,0,1,0,129,30.86,112,11.11,118,8.39,4,2.3,52.66,0
399,66,0,1,0,91,28.44,68,19.55,118,8.63,5,2.86,59.48,1
400,98,31,1,0,105,20.57,98,18.61,110,10.2,1,3.24,52.62,0
401,74,0,0,0,124,37.59,94,9.42,112,10.8,3,2.86,60.67,0
402,96,26,1,0,108,24.79,89,16.34,96,7.43,2,2.67,51.23,0
403,119,0,1,0,122,37.88,107,13.87,112,7.23,6,3.02,62.0,0
404,73,0,4,0,80,31.18,115,20.57,100,9.06,3,2.03,62.84,0
405,92,0,0,1,91,44.93,115,13.68,73,8.94,5,2.51,70.06,0
406,21,0,0,0,78,24.82,79,9.32,108,11.13,7,1.84,47.11,0
407,122,0,4,0,134,26.71,122,15.72,59,8.87,5,2.3,53.6,1
408,133,0,1,1,108,21.64,81,21.36,88,6.08,3,2.78,51.86,0
409,145,0,2,0,110,31.94,117,16.75,108,7.52,4,1.3,57.51,0
410,25,0,2,0,90,30.4,72,12.0,99,9.14,5,2.27,53.81,0
411,64,0,2,0,80,16.52,90,15.83,92,8.5,6,2.81,43.66,0
412,85,0,0,0,85,44.17,117,20.6,72,7.6,1,1.46,73.83,0
413,126,0,3,0,112,43.61,90,16.96,122,8.47,5,1.89,70.93,0
414,76,0,0,0,77,28.82,87,10.54,92,9.87,3,2.7,51.93,0
415,113,0,2,0,47,40.75,110,24.05,88,10.73,3,2.35,77.88,1
416,224,0,1,1,99,29.16,103,13.6,102,9.56,2,1.35,53.67,1
417,117,0,0,0,84,40.78,106,14.86,93,9.43,2,2.65,67.72,0
418,128,34,1,0,73,24.19,79,16.56,81,10.77,6,4.32,55.84,0
419,115,0,2,0,98,31.3,73,27.8,106,9.56,6,2.03,70.69,0
420,141,28,2,0,126,35.17,126,22.47,124,7.73,11,2.51,67.88,0
421,51,0,1,0,114,44.18,94,14.98,112,3.47,1,4.13,66.76,0
422,100,0,0,0,122,34.65,76,24.06,83,8.88,3,3.38,70.97,0
423,96,45,3,0,124,42.3,77,11.93,102,11.86,2,2.78,68.87,0
424,112,16,1,0,110,37.67,123,11.07,108,9.0,3,3.05,60.79,0
425,129,0,1,1,131,32.79,101,15.77,130,9.23,4,2.94,60.73,0
426,163,0,1,0,129,20.81,108,9.64,97,8.11,7,3.38,41.94,0
427,67,40,1,0,65,17.83,93,18.39,128,9.78,9,2.59,48.59,0
428,140,0,3,0,91,29.44,106,16.73,128,9.42,5,3.02,58.61,0
429,49,0,2,0,69,20.3,92,23.23,153,9.65,7,3.35,56.53,0
430,46,0,2,0,100,42.55,90,22.15,104,8.78,2,3.59,77.07,1
431,148,0,1,0,98,30.31,110,24.02,98,8.15,4,3.08,65.56,0
432,112,0,1,0,77,41.38,97,15.48,94,11.66,2,3.46,71.98,0
433,78,0,2,0,106,26.35,101,14.9,125,7.0,5,3.19,51.44,0
434,61,31,0,0,101,49.08,102,17.32,49,9.14,3,2.32,77.86,0
435,58,29,1,0,80,40.87,91,10.11,108,7.39,3,3.02,61.39,0
436,155,0,1,0,123,32.35,96,25.61,134,9.66,3,2.16,69.78,0
437,100,0,0,0,76,47.26,74,15.02,126,9.88,4,2.24,74.4,1
438,113,0,1,0,93,26.35,106,28.1,123,8.52,3,3.65,66.62,0
439,81,0,2,0,99,26.1,102,16.8,86,8.93,2,1.7,53.53,0
440,135,27,1,0,141,46.48,99,13.09,112,11.06,6,3.32,73.95,0
441,99,0,0,0,93,26.4,95,22.58,67,6.56,4,3.35,58.89,0
442,59,29,1,0,114,22.63,82,18.8,103,5.92,3,1.84,49.19,0
443,135,0,1,0,129,41.96,121,15.96,109,6.95,5,3.4,68.27,0
444,85,0,2,1,107,28.12,126,16.66,110,15.71,7,2.59,63.08,0
445,70,0,0,0,103,10.12,106,21.86,86,9.37,6,3.0,44.35,0
446,88,0,3,0,116,23.51,138,20.06,110,8.06,4,2.59,54.22,0
447,55,0,2,0,100,48.74,121,11.42,122,8.68,5,1.86,70.7,0
448,75,0,1,0,114,19.94,61,17.09,82,4.86,3,3.29,45.18,0
449,79,21,4,0,79,44.93,118,17.24,92,7.8,3,1.7,71.67,0
450,85,0,0,0,107,21.74,124,23.05,76,9.1,5,3.38,57.27,0
451,86,23,0,0,107,38.34,105,20.94,81,11.06,2,2.65,72.99,0
452,91,0,0,0,115,25.33,105,20.85,94,11.7,3,2.24,60.12,0
453,149,20,1,0,77,33.81,88,23.29,76,8.58,9,3.86,69.54,0
454,97,0,1,0,125,43.59,100,23.28,101,10.02,1,3.0,79.89,1
455,88,0,1,0,124,45.02,112,20.86,115,7.22,2,4.0,77.1,1
456,60,0,2,0,88,16.69,69,15.34,69,10.06,2,2.51,44.6,0
457,54,0,2,0,99,27.17,64,22.44,70,5.21,7,2.62,57.44,0
458,11,28,3,0,86,32.4,122,18.71,80,8.11,3,1.62,60.84,0
459,109,0,0,0,120,31.28,119,10.23,86,6.92,3,2.97,51.4,0
460,90,0,1,0,128,44.51,104,18.75,91,6.15,5,2.59,72.0,0
461,115,0,3,0,109,25.14,117,19.41,90,13.49,9,2.59,60.63,0
462,144,18,1,0,109,18.09,113,9.19,111,9.38,5,2.73,39.39,0
463,91,0,0,0,75,22.73,87,16.6,89,12.62,2,1.59,53.54,0
464,105,23,0,0,85,32.9,90,18.72,111,12.26,5,2.3,66.18,0
465,71,0,3,1,113,30.29,94,14.26,111,8.19,3,3.67,56.41,1
466,132,36,3,0,103,38.45,125,15.44,102,11.65,5,2.84,68.38,1
467,112,0,1,0,103,28.97,71,17.02,100,11.62,4,3.13,60.74,0
468,86,32,3,0,163,12.05,121,14.17,105,11.02,5,3.0,40.24,0
469,41,34,2,0,63,33.05,110,21.67,115,7.21,9,4.64,66.57,0
470,44,0,1,0,146,40.85,83,13.99,106,10.83,2,2.86,68.53,0
471,78,0,3,0,116,12.75,87,21.14,83,7.92,6,2.57,44.38,0
472,149,0,1,0,117,11.75,100,11.59,53,8.18,3,1.7,33.22,0
473,72,33,4,0,59,16.42,98,26.81,117,7.35,4,1.67,52.25,1
474,139,20,0,0,101,36.48,132,19.98,132,7.33,12,4.0,67.79,0
475,74,0,3,0,111,25.25,42,12.45,83,13.01,6,2.67,53.38,0
476,50,0,1,0,106,43.88,106,13.72,110,10.13,5,3.16,70.89,0
477,141,23,3,0,112,25.45,118,13.81,115,9.91,2,2.05,51.22,0
478,140,0,1,0,134,25.47,98,13.97,124,13.26,2,2.19,54.89,0
479,99,0,2,0,102,32.37,107,13.44,92,12.22,4,3.02,61.05,0
480,166,0,1,0,108,30.84,54,21.57,94,5.05,6,3.13,60.59,0
481,124,0,1,0,123,25.69,104,15.93,93,11.49,3,1.43,54.54,0
482,74,0,0,0,116,26.47,63,14.76,97,11.58,4,2.19,55.0,0
483,117,0,2,0,95,25.48,110,21.77,92,9.57,13,3.59,60.41,0
484,85,0,3,0,132,37.79,101,19.68,75,10.06,2,2.97,70.5,0
485,36,16,0,0,111,25.4,113,11.2,87,5.97,2,1.81,44.38,0
486,102,0,0,1,103,39.75,131,18.84,106,6.61,3,3.46,68.66,0
487,76,0,0,0,100,34.71,139,24.87,105,10.99,2,2.84,73.41,0
488,165,0,1,0,126,41.29,65,17.83,126,10.28,0,0.0,69.4,0
489,130,0,1,0,119,25.57,99,19.59,76,8.38,4,3.32,56.86,0
490,78,0,0,0,119,35.51,132,21.45,120,12.61,7,3.46,73.03,0
491,55,0,1,1,91,32.62,110,21.77,101,9.17,6,3.86,67.42,1
492,92,0,2,1,113,22.22,122,22.15,98,10.99,2,2.54,57.9,1
493,129,33,2,0,104,20.33,88,23.69,175,11.85,2,1.59,57.46,0
494,18,0,1,0,93,46.51,116,9.74,120,11.28,4,2.21,69.74,0
495,161,0,2,1,114,26.54,63,15.33,115,8.08,9,3.0,52.95,0
496,93,36,2,0,134,30.38,102,15.18,82,5.71,4,2.16,53.43,0
497,144,0,2,0,93,30.18,75,24.43,118,8.12,3,3.21,65.94,0
498,75,0,4,1,61,35.92,119,8.98,63,7.92,4,2.62,55.44,1
499,95,0,1,0,91,29.78,109,20.77,95,3.41,2,2.03,55.99,0
500,126,23,3,0,102,19.43,103,16.18,111,10.82,7,3.4,49.83,0
501,124,28,1,0,104,42.74,89,19.13,121,11.34,5,2.03,75.24,0
502,93,0,1,1,61,36.87,120,17.63,110,9.98,5,4.73,69.21,1
503,109,26,0,1,138,36.92,111,12.37,76,12.63,3,2.51,64.43,0
504,80,0,0,0,97,35.07,98,13.17,82,11.86,12,3.35,63.45,0
505,41,0,1,0,66,27.08,75,10.7,76,11.79,5,3.0,52.57,0
506,136,31,2,0,88,24.33,65,20.11,120,10.25,5,3.08,57.77,0
507,92,0,3,0,122,26.18,88,28.03,117,12.96,2,1.51,68.68,1
508,143,24,1,0,69,31.72,116,18.87,138,10.57,5,3.13,64.29,0
509,118,26,5,0,114,29.04,125,16.96,98,7.64,5,2.59,56.23,1
510,193,17,1,0,102,21.08,81,17.25,129,9.23,3,3.32,50.88,0
511,73,0,3,0,94,33.71,101,23.74,87,6.58,8,4.0,68.03,0
512,62,0,2,0,101,29.38,97,17.41,90,10.84,8,2.46,60.09,0
513,30,30,0,0,74,36.96,86,18.17,104,10.22,3,1.78,67.13,0
514,60,29,0,1,113,45.2,94,18.34,82,4.86,12,3.78,72.18,1
515,148,14,1,0,137,15.91,72,16.47,84,6.52,5,4.73,43.63,0
516,96,0,2,0,100,16.69,88,26.11,120,8.21,1,2.05,53.06,0
517,52,0,2,0,68,36.5,138,13.48,114,5.55,4,2.54,58.07,0
518,87,0,1,0,92,28.59,100,19.1,99,7.63,3,3.48,58.8,0
519,41,0,3,0,97,34.49,104,13.07,92,5.11,3,2.43,55.1,0
520,112,0,1,0,108,44.44,102,13.13,90,5.89,2,3.13,66.59,0
521,88,0,4,0,86,12.46,82,13.72,76,10.78,3,2.21,39.17,1
522,122,27,7,0,84,43.13,109,19.48,123,8.57,5,2.48,73.66,0
523,61,0,2,0,108,7.65,74,12.86,94,6.88,6,2.65,30.04,0
524,87,0,1,0,105,39.32,108,14.59,136,3.05,6,3.51,60.47,0
525,176,0,2,0,125,8.06,90,14.26,107,7.34,8,2.84,32.5,0
526,30,0,0,0,88,38.66,100,15.51,134,8.63,3,3.38,66.18,0
527,95,22,0,0,126,6.95,90,11.34,91,11.89,7,3.21,33.39,0
528,46,0,2,0,133,21.22,143,13.37,72,8.97,4,2.32,45.88,0
529,100,0,0,1,110,11.65,115,28.65,99,9.23,9,3.27,52.8,0
530,47,37,2,0,77,27.8,102,17.26,87,10.44,4,2.11,57.61,0
531,77,0,2,0,112,27.71,89,18.62,66,10.5,3,1.81,58.64,0
532,98,38,2,0,61,36.33,104,21.51,73,9.35,5,2.89,70.08,0
533,125,36,1,0,117,34.22,78,3.59,104,5.66,3,1.46,44.93,0
534,67,0,4,0,97,52.77,123,5.65,99,11.09,10,2.48,71.99,0
535,194,0,1,0,101,8.23,138,23.89,87,9.83,1,4.91,46.86,0
536,128,40,1,0,88,29.1,109,12.38,93,8.86,6,3.78,54.12,0
537,190,22,0,0,93,28.31,92,15.56,102,5.44,3,2.3,51.61,0
538,165,0,0,0,126,36.82,104,16.22,123,10.11,8,3.35,66.5,0
539,59,0,2,0,113,18.33,125,18.41,92,9.79,3,2.67,49.2,0
540,47,28,1,0,94,24.02,108,14.28,84,5.11,2,2.11,45.52,0
541,150,29,0,0,77,35.68,52,13.43,113,6.39,1,1.78,57.28,0
542,152,20,9,1,120,40.38,94,21.54,80,11.93,3,3.83,77.68,1
543,26,0,3,0,109,39.87,129,18.4,94,8.62,6,0.95,67.84,0
544,79,31,3,0,90,17.53,135,20.66,92,3.44,8,3.29,44.92,0
545,95,27,1,0,106,22.02,90,21.16,115,12.06,3,3.21,58.45,0
546,69,0,2,1,90,47.57,91,21.14,118,7.69,10,2.27,78.67,1
547,95,41,5,1,91,23.26,61,17.07,67,6.02,9,2.78,49.13,1
548,31,31,0,0,54,17.02,97,20.94,131,11.48,3,1.59,51.03,0
549,121,31,4,0,63,40.31,117,17.48,85,8.85,5,2.73,69.37,0
550,111,0,4,0,58,29.38,108,15.56,104,7.15,3,2.13,54.22,1
551,157,0,2,0,111,38.17,99,17.06,118,5.25,2,3.11,63.59,0
552,44,0,3,0,112,48.98,92,21.93,90,8.66,4,2.75,82.32,1
553,61,0,2,1,103,13.29,149,16.65,100,4.86,6,2.73,37.53,0
554,65,0,2,0,80,25.28,94,22.02,107,6.73,6,3.43,57.46,0
555,74,25,2,0,84,33.08,103,10.19,75,7.9,2,3.54,54.71,0
556,123,0,0,0,77,27.12,92,25.82,120,10.21,4,3.24,66.39,0
557,58,20,1,0,110,33.07,89,18.16,92,10.65,2,2.57,64.45,0
558,74,0,2,0,96,29.6,94,21.34,123,11.59,5,2.24,64.77,1
559,125,0,2,0,97,22.41,100,11.62,119,13.87,6,2.08,49.98,0
560,80,0,1,0,103,27.3,109,20.15,88,11.03,1,2.89,61.37,0
561,53,18,0,0,107,24.96,84,26.35,130,8.04,7,1.94,61.29,0
562,99,28,1,0,88,34.12,116,22.46,102,7.77,5,2.46,66.81,0
563,99,0,1,0,106,24.75,106,8.36,83,10.39,5,2.94,46.44,0
564,66,29,2,0,104,39.0,84,21.88,119,10.42,1,2.16,73.46,0
565,97,0,3,0,76,35.87,100,16.07,102,5.54,4,1.27,58.75,0
566,75,37,2,0,97,20.66,110,23.07,97,11.19,5,3.05,57.97,0
567,85,0,2,1,73,36.72,117,16.0,98,6.62,7,0.97,60.31,0
568,108,0,2,0,88,49.81,101,13.65,87,6.48,6,2.7,72.64,0
569,133,32,2,1,137,37.59,99,22.52,108,7.6,4,4.16,71.87,1
570,51,0,1,0,108,30.86,87,16.74,119,8.42,2,2.78,58.8,0
571,186,26,2,0,107,12.63,116,15.07,90,13.33,3,3.92,44.95,0
572,44,0,1,1,92,10.59,82,23.38,108,6.24,3,2.92,43.13,0
573,64,31,3,0,88,38.86,109,21.12,124,7.52,1,2.43,69.93,0
574,44,0,2,0,121,38.78,79,23.5,77,12.59,5,2.67,77.54,1
575,114,36,1,0,90,52.68,89,17.03,105,8.26,2,3.83,81.8,0
576,92,0,3,0,74,34.32,119,19.28,80,9.79,6,3.7,67.09,0
577,110,0,2,0,112,25.47,93,15.3,119,6.3,4,3.16,50.23,0
578,90,30,1,0,76,31.25,95,19.52,124,6.48,3,2.08,59.33,0
579,72,21,1,0,108,31.74,86,28.48,119,8.42,4,4.46,73.1,0
580,113,0,1,0,151,35.6,113,29.52,116,11.07,2,2.0,78.19,1
581,171,25,3,0,77,37.94,118,15.57,90,6.79,3,2.75,63.05,0
582,104,0,1,0,109,27.91,90,13.21,117,7.6,8,2.89,51.61,0
583,165,0,1,0,75,25.59,93,16.41,93,14.02,2,2.78,58.8,0
584,104,0,0,0,128,39.81,92,24.91,79,8.28,6,2.65,75.65,1
585,110,0,1,0,102,9.4,124,14.0,108,9.03,5,2.75,35.18,0
586,90,0,1,1,97,37.71,134,17.32,154,9.71,4,2.27,67.01,0
587,114,0,1,0,85,28.83,86,5.01,124,8.07,8,2.0,43.91,0
588,101,0,5,0,118,15.25,79,22.11,93,7.65,11,3.65,48.66,1
589,117,14,1,0,81,13.63,103,18.62,102,5.52,2,2.32,40.09,0
590,109,0,2,0,105,37.21,87,25.49,110,7.14,4,3.05,72.89,0
591,82,0,1,0,96,21.37,137,17.65,103,8.24,2,3.48,50.74,0
592,92,0,2,0,85,29.97,125,7.94,107,9.32,1,2.59,49.82,0
593,82,29,2,0,111,35.22,137,21.6,92,7.62,5,2.57,67.01,0
594,90,0,2,0,138,34.97,83,13.76,104,12.14,6,3.38,64.25,0
595,87,28,1,0,95,25.74,97,12.95,109,11.25,0,0.0,49.94,0
596,124,0,3,0,70,26.78,79,11.11,98,8.7,4,2.59,49.18,0
597,39,0,2,0,68,27.27,103,8.72,106,10.59,5,2.46,49.04,0
598,84,0,1,0,80,27.03,128,14.27,101,7.54,5,3.32,52.16,0
599,75,46,0,0,62,36.4,111,17.08,126,11.11,6,2.48,67.07,0
600,102,0,2,0,89,17.44,77,20.91,140,7.67,4,2.46,48.48,0
601,62,0,0,1,86,27.15,76,16.79,105,5.47,6,3.75,53.16,1
602,143,0,1,0,109,34.48,104,14.09,71,6.48,4,1.24,56.29,0
603,53,0,3,0,95,9.78,131,22.57,128,10.99,6,3.13,46.47,0
604,30,0,1,0,144,28.88,118,19.14,93,7.64,7,3.08,58.74,0
605,112,0,2,0,77,57.04,109,18.06,132,11.93,8,3.43,90.46,1
606,129,0,0,0,119,23.72,105,24.59,97,5.82,8,3.54,57.67,0
607,63,29,1,0,107,24.19,56,10.09,91,10.8,8,1.78,46.86,0
608,28,0,0,0,94,31.93,86,21.13,124,9.4,5,2.86,65.32,0
609,111,0,3,0,55,24.85,83,22.23,116,7.34,3,2.35,56.77,0
610,91,0,3,0,120,39.41,106,12.8,129,12.11,7,3.13,67.45,0
611,90,0,1,0,83,32.93,79,13.11,60,13.46,3,3.43,62.93,0
612,151,0,4,0,108,26.59,118,19.84,141,8.81,6,2.08,57.32,0
613,105,29,1,1,82,37.52,110,18.5,100,8.57,6,3.56,68.15,1
614,41,37,2,0,110,40.77,115,18.86,100,8.51,1,1.97,70.11,0
615,48,43,1,0,111,29.24,64,17.02,96,10.49,5,2.16,58.91,0
616,166,35,2,1,138,21.79,113,23.33,130,13.45,7,2.38,60.95,0
617,79,0,3,0,119,22.13,121,24.73,140,8.77,6,3.78,59.41,0
618,153,0,1,0,107,33.22,96,13.14,97,6.43,6,3.13,55.92,0
619,110,0,0,1,79,49.86,90,16.02,91,12.01,4,3.92,81.81,1
620,163,0,1,0,89,32.52,87,16.48,121,12.08,4,3.46,64.54,0
621,126,0,1,0,88,20.81,111,12.22,106,7.07,3,3.11,43.21,0
622,105,33,2,0,68,35.63,140,12.49,131,5.44,3,2.86,56.42,0
623,172,0,3,0,140,36.67,84,12.44,83,11.91,1,1.92,62.94,0
624,126,0,0,0,110,27.44,125,18.75,78,11.21,2,1.38,58.78,0
625,97,0,3,0,91,24.51,137,19.27,72,6.51,4,3.73,54.02,0
626,95,37,0,1,109,37.43,99,15.75,82,9.23,2,1.11,63.52,1
627,87,0,4,0,105,43.55,102,13.66,80,11.22,2,2.0,70.43,0
628,97,0,1,0,119,19.16,109,18.5,76,6.84,5,1.76,46.26,0
629,76,0,0,0,125,50.92,92,19.27,134,9.48,4,3.7,83.37,1
630,140,0,0,0,107,33.12,99,14.53,93,10.13,4,3.75,61.53,0
631,169,0,0,0,112,17.14,69,19.55,95,8.71,2,2.57,47.97,0
632,68,22,3,0,97,14.03,94,24.64,114,8.1,4,1.3,48.07,0
633,122,34,2,0,104,24.89,103,7.62,91,9.9,4,4.21,46.62,0
634,36,0,2,0,129,30.24,87,19.09,102,13.78,6,2.92,66.03,0
635,120,27,5,0,84,26.1,73,16.49,94,11.54,7,2.75,56.88,0
636,121,0,1,0,105,25.62,133,16.77,116,7.61,15,2.48,52.48,0
637,64,19,0,0,106,30.62,92,10.84,118,10.68,3,2.03,54.17,0
638,13,31,1,0,94,45.1,95,12.55,117,11.67,1,3.48,72.8,0
639,106,0,0,0,83,21.86,114,11.39,113,9.48,2,3.08,45.81,0
640,88,0,2,0,92,27.46,108,14.75,95,9.28,4,2.13,53.62,0
641,74,0,1,0,120,28.1,106,16.87,102,9.38,3,2.65,57.0,0
642,83,0,0,0,92,33.15,83,17.89,92,8.13,13,2.97,62.14,0
643,49,0,0,0,79,36.35,93,22.53,128,10.79,7,4.21,73.88,0
644,111,24,1,0,114,34.94,99,18.64,95,9.72,4,3.78,67.08,0
645,50,22,3,0,112,42.99,99,15.12,146,7.13,4,2.3,67.54,0
646,153,28,0,0,74,40.05,37,19.37,103,7.66,9,4.16,71.24,0
647,88,0,1,0,91,32.64,127,10.85,125,7.0,5,2.03,52.52,0
648,131,39,0,0,122,11.75,136,8.61,94,4.72,4,2.46,27.54,0
649,79,0,3,0,97,44.49,48,17.9,83,11.55,3,1.62,75.56,1
650,140,0,2,0,81,40.04,130,21.86,111,4.64,4,3.11,69.65,0
651,105,0,1,0,100,36.28,52,17.42,93,8.09,6,2.57,64.36,0
652,54,39,3,0,143,35.17,72,10.86,120,8.96,1,2.48,57.47,0
653,87,22,3,0,65,44.85,115,8.79,109,9.36,3,2.3,65.3,0
654,96,31,1,0,126,31.18,106,16.62,93,8.1,5,2.84,58.74,0
655,79,0,5,0,85,26.79,92,16.5,86,10.42,10,2.54,56.25,1
656,55,0,0,0,147,29.85,118,13.75,55,13.03,4,2.51,59.14,0
657,130,0,2,0,101,41.23,114,8.74,89,6.41,2,2.51,58.89,0
658,34,0,0,0,102,25.67,101,11.17,86,8.4,7,2.67,47.91,0
659,139,0,1,0,103,23.48,100,13.98,63,6.07,2,2.24,45.77,0
660,109,0,1,0,69,45.0,120,25.93,86,8.88,9,2.57,82.38,1
661,65,31,1,0,70,47.99,89,12.92,93,10.15,4,3.24,74.3,0
662,63,0,0,0,80,35.9,93,20.2,58,11.66,2,3.32,71.08,0
663,152,0,3,0,126,33.51,76,11.06,100,3.51,4,2.0,50.08,0
664,147,0,1,0,95,34.9,128,14.17,84,10.83,4,2.11,62.01,0
665,112,22,2,0,110,30.91,123,19.39,141,11.82,4,2.48,64.6,0
666,120,0,2,0,120,42.84,106,12.77,96,6.83,1,2.59,65.03,0
667,27,0,0,0,102,32.95,104,10.11,124,6.12,3,2.48,51.66,0
668,171,0,1,0,135,39.3,74,16.04,124,9.31,1,3.32,67.97,0
669,101,33,0,0,108,34.02,122,16.06,90,9.23,4,4.19,63.5,0
670,32,26,1,0,109,45.34,107,19.75,98,9.58,4,4.4,79.07,0
671,3,36,2,0,117,20.08,125,18.83,89,4.68,6,3.21,46.8,0
672,151,0,0,0,106,29.8,87,12.27,88,7.21,5,3.19,52.47,0
673,60,0,3,0,99,21.27,62,21.15,79,9.51,3,3.02,54.95,0
674,119,0,1,0,90,30.06,81,19.1,77,9.21,15,2.03,60.4,0
675,43,0,1,0,101,41.12,121,11.0,104,11.92,3,1.59,65.63,0
676,42,0,0,0,134,41.0,114,9.9,91,6.85,4,2.86,60.61,0
677,84,0,1,0,99,36.91,68,20.06,120,5.32,4,2.54,64.83,0
678,65,0,0,0,110,33.22,109,15.4,105,8.03,4,2.4,59.05,0
679,75,0,1,1,78,37.81,111,27.8,104,9.36,9,2.35,77.32,1
680,116,0,1,0,90,32.22,118,16.13,83,9.26,2,3.54,61.15,0
681,107,0,0,0,100,20.93,82,13.46,82,11.52,5,2.51,48.42,0
682,189,38,3,0,98,43.64,120,12.79,87,5.54,3,3.08,65.05,0
683,123,0,1,0,94,27.05,119,20.54,120,9.11,1,1.76,58.46,0
684,110,0,3,0,90,17.02,93,19.83,57,9.2,8,3.0,49.05,0
685,63,32,1,0,113,5.25,113,15.9,101,10.39,7,2.32,33.86,0
686,176,0,3,0,76,37.94,131,18.22,80,6.95,2,2.73,65.84,0
687,108,0,1,0,101,31.86,126,16.99,107,9.72,8,3.4,61.97,0
688,13,21,3,0,105,53.65,71,17.76,123,11.7,3,3.27,86.38,0
689,71,0,1,0,104,47.18,121,11.2,101,5.71,2,2.21,66.3,0
690,88,0,2,0,111,32.27,101,16.77,111,10.55,3,4.02,63.61,0
691,137,0,1,0,119,25.02,91,16.39,105,7.77,4,2.75,51.93,0
692,82,0,4,0,36,31.59,134,23.5,104,8.64,7,1.54,65.27,0
693,92,29,3,0,110,26.42,104,16.02,118,11.47,4,2.16,56.07,0
